Year,playerId,season,Name,Team,position,Situation,GP,TOI,XGA,GA,UnblockedSA,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties,Year,NameYear,Votes
2021,8477457,2021,Zach Fucale,WSH,G,other,4,562,0.89,2,16,0.3,0,0.92,0,4.82,4,0.14,0,3.01,1,1.7,3,0.88,5,1,1,0.25,0.09,0.55,1,0,1,9,0,0,2021,Zach Fucale2021,0
2021,8477457,2021,Zach Fucale,WSH,G,all,4,10295,7.39,5,142,5.35,7,16.72,16,72.4,66,2.48,2,40.83,30,29.24,43,7.11,72,22,8,2.34,2.64,2.42,3,0,2,40,0,0,2021,Zach Fucale2021,0
2021,8477457,2021,Zach Fucale,WSH,G,5on5,4,7952,5.17,2,105,3.87,5,13.21,14,55.61,53,1.9,1,31.53,21,23.31,37,5.05,55,20,4,1.77,2.41,1,2,0,0,26,0,0,2021,Zach Fucale2021,0
2021,8477457,2021,Zach Fucale,WSH,G,4on5,4,736,1.28,1,18,1.1,2,2.28,2,9.91,8,0.1,1,5.49,8,2.53,0,1.14,9,1,3,0.27,0.14,0.88,0,0,1,5,0,0,2021,Zach Fucale2021,0
2021,8477457,2021,Zach Fucale,WSH,G,5on4,4,1045,0.05,0,3,0.08,0,0.31,0,2.06,1,0.33,0,0.8,0,1.71,3,0.05,3,0,0,0.05,0,0,0,0,0,0,0,0,2021,Zach Fucale2021,0
2021,8476883,2021,Andrei Vasilevskiy,TBL,G,other,63,6448,14.58,11,170,7.33,5,16.74,17,92.4,91,1.61,4,50.21,41,30.9,42,13.41,65,40,18,2.86,5.31,6.41,2,5,4,47,0,0,2021,Andrei Vasilevskiy2021,99
2021,8476883,2021,Andrei Vasilevskiy,TBL,G,all,63,225645,184.41,156,3378,133.34,127,407.54,405,1862.86,1869,60.22,76,1035.83,776,748.91,1030,176.74,1834,564,172,57.21,69.08,58.11,50,54,52,808,6,3,2021,Andrei Vasilevskiy2021,99
2021,8476883,2021,Andrei Vasilevskiy,TBL,G,5on5,63,182825,127.74,109,2641,100.14,100,332.32,333,1456.61,1467,47.48,56,811.16,597,597.97,817,123.93,1484,433,99,46.3,52.78,28.66,42,40,27,625,6,3,2021,Andrei Vasilevskiy2021,99
2021,8476883,2021,Andrei Vasilevskiy,TBL,G,4on5,63,17574,35.66,34,473,22.46,21,50.09,48,251.28,250,1.27,1,153.49,127,77.01,109,33.02,226,72,49,5.77,8.49,21.4,6,7,21,126,0,0,2021,Andrei Vasilevskiy2021,99
2021,8476883,2021,Andrei Vasilevskiy,TBL,G,5on4,63,18798,5.74,2,84,2.99,1,7.17,6,56.19,57,9.7,14,17.42,6,40.11,59,5.72,54,15,6,2.03,2.06,1.64,0,2,0,9,0,0,2021,Andrei Vasilevskiy2021,99
2021,8479496,2021,David Rittich,NSH,G,other,17,1285,3.17,4,55,2.36,1,5.77,10,30.13,28,0.46,0,18.87,18,11.77,9,2.93,28,12,3,1.02,1.4,0.76,3,1,0,12,0,0,2021,David Rittich2021,0
2021,8479496,2021,David Rittich,NSH,G,all,17,49376,41.55,49,818,30.95,32,96.84,92,433.83,432,13.6,15,246.09,209,173.54,205,40.18,441,127,35,14.48,15.47,11.6,17,20,12,215,2,1,2021,David Rittich2021,0
2021,8479496,2021,David Rittich,NSH,G,5on5,17,41277,29.17,33,646,22.95,23,78.3,70,338.36,337,10.76,13,191.56,165,139.14,169,28.4,355,93,24,11.25,11.11,6.81,11,15,7,174,2,1,2021,David Rittich2021,0
2021,8479496,2021,David Rittich,NSH,G,4on5,17,3355,8.2,11,102,5.13,8,11.3,11,55.37,56,0.18,0,32.43,22,16.13,20,7.84,49,19,7,1.94,2.58,3.68,3,4,4,27,0,0,2021,David Rittich2021,0
2021,8479496,2021,David Rittich,NSH,G,5on4,17,3459,0.89,1,13,0.42,0,1.2,0,8.47,9,1.8,2,2.51,3,5.73,7,0.88,8,2,1,0.24,0.3,0.35,0,0,1,2,0,0,2021,David Rittich2021,0
2021,8470594,2021,Marc-Andre Fleury,MIN,G,other,56,4405,7.64,10,135,5.67,7,15.33,16,75.45,79,1.74,5,46.05,42,28.61,28,7.15,79,21,6,3.22,2.35,2.07,6,1,3,29,2,1,2021,Marc-Andre Fleury2021,0
2021,8470594,2021,Marc-Andre Fleury,MIN,G,all,56,197092,141.39,159,3204,115.99,126,386.92,334,1665.83,1732,48.44,47,957.2,786,685.98,886,135.95,1862,346,135,55.36,41.37,44.66,73,36,50,861,2,1,2021,Marc-Andre Fleury2021,0
2021,8470594,2021,Marc-Andre Fleury,MIN,G,5on5,56,161214,98.85,110,2545,87.21,95,316.77,282,1310.4,1364,37.87,32,750.86,612,550.61,707,95.76,1510,261,77,45.35,31.82,21.67,56,32,22,697,0,0,2021,Marc-Andre Fleury2021,0
2021,8470594,2021,Marc-Andre Fleury,MIN,G,4on5,56,14944,30.24,35,446,20.47,22,47.05,36,230.09,233,1.26,1,143.28,120,72.36,102,28.45,225,50,46,5.27,5.61,19.36,9,2,24,125,0,0,2021,Marc-Andre Fleury2021,0
2021,8470594,2021,Marc-Andre Fleury,MIN,G,5on4,56,16529,3.77,4,64,2.16,1,6.14,0,41.77,50,7.36,8,13.31,10,30.33,41,3.74,41,11,5,1.23,1.3,1.23,2,1,1,7,0,0,2021,Marc-Andre Fleury2021,0
2021,8478470,2021,Sam Montembeault,MTL,G,other,38,3707,8.5,13,112,5.33,4,14.1,14,68.4,69,1.13,3,37.42,34,23.87,26,8.01,55,28,9,2.23,3.42,2.84,3,7,3,20,0,0,2021,Sam Montembeault2021,0
2021,8478470,2021,Sam Montembeault,MTL,G,all,38,116569,104.71,122,1942,78.82,77,247.09,247,1088.29,1125,29.35,30,608.89,493,432.39,530,100.49,1057,350,101,32.08,42.37,30.25,39,56,27,434,0,0,2021,Sam Montembeault2021,0
2021,8478470,2021,Sam Montembeault,MTL,G,5on5,38,93369,71.74,75,1489,56.3,52,194.21,198,822.7,851,22.68,20,457.49,360,335.49,428,69.27,836,241,65,24.33,29.52,17.89,26,36,13,347,0,0,2021,Sam Montembeault2021,0
2021,8478470,2021,Sam Montembeault,MTL,G,4on5,38,9784,21.15,27,294,15.45,18,34.24,31,166.38,169,1.19,1,103.38,96,52.21,52,19.91,138,71,23,4.71,8.04,8.41,8,9,10,62,0,0,2021,Sam Montembeault2021,0
2021,8478470,2021,Sam Montembeault,MTL,G,5on4,38,9709,3.13,7,43,1.55,3,3.82,3,27.75,32,4.32,6,9.08,2,19.55,22,3.1,24,10,4,0.62,1.4,1.12,2,4,1,5,0,0,2021,Sam Montembeault2021,0
2021,8475622,2021,Carter Hutton,ARI,G,other,3,234,0.27,1,3,0.12,0,0.41,1,1.64,2,0,0,0.55,0,0.61,0,0.27,1,0,1,0.01,0,0.25,0,0,1,1,0,0,2021,Carter Hutton2021,0
2021,8475622,2021,Carter Hutton,ARI,G,all,3,6958,5.02,15,102,3.95,2,12.52,9,56.53,58,1.89,1,30.59,28,23.21,22,4.95,60,12,5,1.99,1.39,1.64,8,4,3,25,0,0,2021,Carter Hutton2021,0
2021,8475622,2021,Carter Hutton,ARI,G,5on5,3,5514,3.28,10,80,2.82,1,10.04,7,43.73,45,1.45,1,24.44,21,18.08,20,3.26,47,11,2,1.53,1.24,0.51,7,3,0,20,0,0,2021,Carter Hutton2021,0
2021,8475622,2021,Carter Hutton,ARI,G,4on5,3,384,1.27,4,14,0.89,1,1.65,1,8.02,9,0.04,0,4.71,5,2.22,0,1.22,8,1,2,0.23,0.15,0.88,1,1,2,3,0,0,2021,Carter Hutton2021,0
2021,8475622,2021,Carter Hutton,ARI,G,5on4,3,826,0.21,0,5,0.13,0,0.42,0,3.13,2,0.4,0,0.88,2,2.3,2,0.21,4,0,0,0.21,0,0,0,0,0,1,0,0,2021,Carter Hutton2021,0
2021,8475852,2021,Petr Mrazek,TOR,G,other,20,1939,4.12,3,56,2.65,4,5.8,6,30.11,33,0.44,0,20.42,23,8.96,7,3.71,27,13,3,1.29,1.75,1.08,2,1,0,13,0,0,2021,Petr Mrazek2021,0
2021,8475852,2021,Petr Mrazek,TOR,G,all,20,62527,46.38,58,892,35.45,41,113.1,104,495.92,520,19.27,18,276.66,198,198.24,267,44.65,500,144,42,15.43,17.9,13.05,19,22,17,206,0,0,2021,Petr Mrazek2021,0
2021,8475852,2021,Petr Mrazek,TOR,G,5on5,20,51822,35.28,45,717,26.6,32,93.16,85,394.49,410,16.08,14,213.65,142,161.53,227,34.18,402,107,34,12.19,13.04,10.04,15,17,13,174,0,0,2021,Petr Mrazek2021,0
2021,8475852,2021,Petr Mrazek,TOR,G,4on5,20,4884,5.84,9,100,5.62,4,12.52,11,60.25,64,0.79,0,38.92,28,20.11,27,5.64,62,18,5,1.56,2.35,1.93,1,4,4,15,0,0,2021,Petr Mrazek2021,0
2021,8475852,2021,Petr Mrazek,TOR,G,5on4,20,3882,1.15,1,18,0.57,1,1.61,2,11.07,13,1.96,4,3.67,5,7.64,6,1.11,9,6,0,0.39,0.76,0,1,0,0,3,0,0,2021,Petr Mrazek2021,0
2021,8477968,2021,Alex Nedeljkovic,DET,G,other,59,4487,17.97,14,142,6.67,8,15.7,19,87.91,88,1.76,1,44.46,34,28.31,36,16.26,53,36,27,2.23,4.7,11.04,0,5,9,26,0,0,2021,Alex Nedeljkovic2021,0
2021,8477968,2021,Alex Nedeljkovic,DET,G,all,59,193848,171.07,178,3092,125.29,114,382.73,410,1737.59,1797,47.89,49,956.65,753,688.89,875,164.37,1660,561,159,50.43,68.9,51.75,61,64,53,712,2,1,2021,Alex Nedeljkovic2021,0
2021,8477968,2021,Alex Nedeljkovic,DET,G,5on5,59,161595,125.13,128,2526,97.5,95,320.26,347,1407.29,1456,38.6,40,780.26,605,566.08,716,121.41,1385,448,101,41.78,55.2,28.14,50,49,29,592,2,1,2021,Alex Nedeljkovic2021,0
2021,8477968,2021,Alex Nedeljkovic,DET,G,4on5,59,13847,23.05,27,356,18.54,10,39.89,41,194.84,195,1.16,1,115.87,104,62.38,82,21.8,180,60,26,5.11,6.87,11.07,9,6,12,90,0,0,2021,Alex Nedeljkovic2021,0
2021,8477968,2021,Alex Nedeljkovic,DET,G,5on4,59,13919,4.42,7,60,2.28,1,6.12,3,42.85,53,6.07,7,14.1,9,29.77,38,4.4,39,14,5,1.21,1.72,1.49,2,2,3,2,0,0,2021,Alex Nedeljkovic2021,0
2021,8476945,2021,Connor Hellebuyck,WPG,G,other,66,6088,16.4,15,176,7.94,7,19.23,15,103.26,101,2.25,1,56.75,57,36.29,44,15.12,70,44,26,2.67,5.28,8.45,1,5,9,36,0,0,2021,Connor Hellebuyck2021,13
2021,8476945,2021,Connor Hellebuyck,WPG,G,all,66,234210,209.65,193,3793,151.71,179,484.59,419,2117.7,2155,67.36,58,1168.89,988,849.08,1092,199.89,2083,638,212,60.46,79.31,69.88,51,78,64,860,0,0,2021,Connor Hellebuyck2021,13
2021,8476945,2021,Connor Hellebuyck,WPG,G,5on5,66,190972,144.98,134,3005,112.5,131,394.53,349,1653.94,1667,51.96,43,909,753,677.22,880,139.53,1670,492,130,48.63,61.42,34.94,45,59,30,713,0,0,2021,Connor Hellebuyck2021,13
2021,8476945,2021,Connor Hellebuyck,WPG,G,4on5,66,17373,39.5,38,500,26.76,33,59.35,47,285.53,298,1.87,0,176.9,159,87.94,109,36.64,279,76,45,6.89,9.26,23.35,4,10,24,100,0,0,2021,Connor Hellebuyck2021,13
2021,8476945,2021,Connor Hellebuyck,WPG,G,5on4,66,19777,5.47,5,86,3.13,3,7.55,2,55.34,67,10.94,14,18.68,16,39.46,50,5.44,52,20,4,1.69,2.69,1.1,1,3,1,10,0,0,2021,Connor Hellebuyck2021,13
2021,8480420,2021,Collin Delia,CHI,G,other,8,445,1.21,3,18,0.6,2,2.09,0,9.77,11,0.11,0,4.77,4,4,4,1.14,6,6,1,0.26,0.72,0.23,0,2,1,5,0,0,2021,Collin Delia2021,0
2021,8480420,2021,Collin Delia,CHI,G,all,8,20586,17.13,22,376,14.1,14,48.35,46,208.66,218,5.09,8,118.69,98,85.84,105,16.39,222,56,13,6.71,6.89,3.52,9,8,5,85,0,0,2021,Collin Delia2021,0
2021,8480420,2021,Collin Delia,CHI,G,5on5,8,16926,12.82,15,308,11.37,10,40.56,39,172.5,178,4.12,5,98.87,84,71.7,87,12.27,190,43,8,5.33,5.28,2.21,9,3,3,67,0,0,2021,Collin Delia2021,0
2021,8480420,2021,Collin Delia,CHI,G,4on5,8,1318,2.71,3,43,1.86,2,5.02,7,22.38,24,0.05,0,13.46,9,7.25,10,2.59,21,6,4,0.91,0.71,1.09,0,2,1,12,0,0,2021,Collin Delia2021,0
2021,8480420,2021,Collin Delia,CHI,G,5on4,8,1897,0.4,1,7,0.28,0,0.68,0,4,5,0.82,3,1.59,1,2.89,4,0.4,5,1,0,0.2,0.2,0,0,1,0,1,0,0,2021,Collin Delia2021,0
2021,8476412,2021,Jordan Binnington,STL,G,other,37,3833,5.2,6,96,3.61,2,9.22,8,46.51,45,0.79,1,27.49,20,16.96,26,5.05,40,22,2,1.45,2.71,1.05,1,4,1,32,0,0,2021,Jordan Binnington2021,0
2021,8476412,2021,Jordan Binnington,STL,G,all,37,128697,103.8,112,2007,79.33,97,262.4,264,1133.03,1135,33.1,32,631.31,480,462.71,595,99.77,1163,329,86,36.05,39.75,28,43,41,28,429,4,2,2021,Jordan Binnington2021,0
2021,8476412,2021,Jordan Binnington,STL,G,5on5,37,106528,80.21,85,1644,63.6,79,224.14,226,937.2,935,26.36,22,523.34,408,384.04,484,76.76,983,256,68,30.35,30.4,19.46,38,29,18,337,4,2,2021,Jordan Binnington2021,0
2021,8476412,2021,Jordan Binnington,STL,G,4on5,37,9376,14.91,16,218,10.36,15,24.5,30,115.44,118,1.03,2,69.56,46,37.38,51,14.51,108,39,14,2.99,4.98,6.94,2,5,9,57,0,0,2021,Jordan Binnington2021,0
2021,8476412,2021,Jordan Binnington,STL,G,5on4,37,8960,3.36,3,47,1.71,1,4.25,0,32.41,35,4.87,7,10.31,6,23.45,34,3.33,30,12,2,1.14,1.66,0.56,0,3,0,3,0,0,2021,Jordan Binnington2021,0
2021,8471306,2021,Thomas Greiss,DET,G,other,31,2407,5.96,1,75,3.13,6,6.82,12,36.39,37,0.84,0,22.21,22,10.65,8,4.62,28,15,7,1.37,2.08,2.52,0,1,0,25,0,0,2021,Thomas Greiss2021,0
2021,8471306,2021,Thomas Greiss,DET,G,all,31,90493,78.5,92,1512,61.11,52,188.53,173,841.36,842,21.77,16,481.27,379,338.6,458,74.64,836,274,65,24.94,33.07,20.5,38,36,18,337,2,1,2021,Thomas Greiss2021,0
2021,8471306,2021,Thomas Greiss,DET,G,5on5,31,75279,57.82,68,1239,47.48,38,160.36,136,690.35,686,17.72,13,394.51,313,284.76,396,56.25,708,219,40,20.93,26.13,10.77,30,27,11,272,2,1,2021,Thomas Greiss2021,0
2021,8471306,2021,Thomas Greiss,DET,G,4on5,31,6358,12.62,21,170,9.49,7,18.77,24,95.76,98,0.52,0,58.78,43,30.23,34,11.74,84,34,15,2.25,4.08,6.29,7,8,6,37,0,0,2021,Thomas Greiss2021,0
2021,8471306,2021,Thomas Greiss,DET,G,5on4,31,6449,2.1,2,28,1.02,1,2.58,1,18.86,21,2.69,3,5.78,1,12.97,20,2.03,16,6,3,0.39,0.78,0.93,1,0,1,3,0,0,2021,Thomas Greiss2021,0
2021,8477480,2021,Eric Comrie,WPG,G,other,19,1954,3.42,2,50,2.3,3,5.56,5,28.34,27,0.89,2,17.95,18,9.74,12,3.28,27,11,2,0.99,1.1,1.33,1,0,1,10,0,0,2021,Eric Comrie2021,0
2021,8477480,2021,Eric Comrie,WPG,G,all,19,61489,54.33,44,969,39.41,47,122.89,121,541.86,550,16.09,9,302.11,238,213.49,288,52.39,528,167,55,16.84,19.95,17.54,10,19,15,219,0,0,2021,Eric Comrie2021,0
2021,8477480,2021,Eric Comrie,WPG,G,5on5,19,52273,40.04,28,786,29.7,36,101.18,104,431.56,437,13.54,6,237.5,179,174.67,241,38.82,425,133,39,13.15,16.14,10.75,8,14,6,189,0,0,2021,Eric Comrie2021,0
2021,8477480,2021,Eric Comrie,WPG,G,4on5,19,4032,9.35,12,117,6.79,7,14.94,12,71.96,75,0.25,0,43.73,40,22.7,27,8.82,69,22,9,2.53,2.56,4.26,1,5,6,17,0,0,2021,Eric Comrie2021,0
2021,8477480,2021,Eric Comrie,WPG,G,5on4,19,3230,1.52,2,16,0.62,1,1.21,0,9.99,11,1.41,1,2.93,1,6.39,8,1.46,7,1,5,0.17,0.16,1.19,0,0,2,3,0,0,2021,Eric Comrie2021,0
2021,8473503,2021,James Reimer,SJS,G,other,48,4467,11.7,12,159,6.34,5,17.21,21,88.33,93,1.06,0,48.19,48,34.65,34,11.03,79,28,14,3.34,3.27,5.09,4,4,4,38,0,0,2021,James Reimer2021,0
2021,8473503,2021,James Reimer,SJS,G,all,48,160361,129.12,129,2818,103.91,102,335.7,354,1456.33,1450,41.44,38,827.87,694,607.77,726,124.54,1524,416,112,44.51,51.29,33.33,44,56,29,766,0,0,2021,James Reimer2021,0
2021,8473503,2021,James Reimer,SJS,G,5on5,48,132805,97.85,101,2287,78.31,81,277.11,293,1159.32,1147,33.37,31,659.18,540,489.76,590,95.02,1235,327,78,35.65,40.26,21.95,37,46,18,647,0,0,2021,James Reimer2021,0
2021,8473503,2021,James Reimer,SJS,G,4on5,48,12182,15.8,12,313,17.33,16,36.73,33,172.62,175,1.4,3,109.14,96,58.11,77,14.75,178,49,16,4.52,6.13,5.15,3,3,6,70,0,0,2021,James Reimer2021,0
2021,8473503,2021,James Reimer,SJS,G,5on4,48,10907,3.37,4,54,1.73,0,3.93,6,32.03,30,5.16,3,9.95,9,23.12,22,3.34,29,10,4,0.92,1.32,1.13,0,3,1,11,0,0,2021,James Reimer2021,0
2021,8474593,2021,Jacob Markstrom,CGY,G,other,63,5646,10.6,9,126,5.63,5,15.25,21,75.39,77,1.69,4,43,34,26.77,34,9.86,63,28,13,2.6,3.43,4.57,3,2,4,22,0,0,2021,Jacob Markstrom2021,0
2021,8474593,2021,Jacob Markstrom,CGY,G,all,63,221750,147.84,137,3071,117.5,121,401.79,437,1725.44,1754,69.65,69,954.69,677,711.58,947,142.65,1830,414,146,51.52,50.84,45.49,49,44,44,681,10,5,2021,Jacob Markstrom2021,0
2021,8474593,2021,Jacob Markstrom,CGY,G,5on5,63,180914,110.37,100,2440,89.65,98,330.03,349,1376.2,1386,56.75,50,755.67,530,572.69,767,107.24,1474,330,99,42.09,40.66,27.63,38,38,24,537,8,4,2021,Jacob Markstrom2021,0
2021,8474593,2021,Jacob Markstrom,CGY,G,4on5,63,17781,21.88,25,405,19.01,16,46.26,62,211.75,221,1.56,2,133.17,105,69.45,81,20.67,225,44,28,5.22,5.28,11.38,7,4,14,108,0,0,2021,Jacob Markstrom2021,0
2021,8474593,2021,Jacob Markstrom,CGY,G,5on4,63,17409,4.23,1,82,2.47,1,7.91,1,51.36,58,9.58,13,16.79,6,37.9,60,4.16,56,10,5,1.36,1.25,1.62,0,0,1,11,2,1,2021,Jacob Markstrom2021,0
2021,8480045,2021,Ukko-Pekka Luukkonen,BUF,G,other,9,153,0.31,1,7,0.26,0,0.61,0,3.58,5,0.04,1,2.1,1,1.63,3,0.31,4,1,0,0.21,0.1,0,1,0,0,2,0,0,2021,Ukko-Pekka Luukkonen2021,0
2021,8480045,2021,Ukko-Pekka Luukkonen,BUF,G,all,9,30184,22.55,23,481,16.37,23,56.31,54,243.79,277,6.57,17,139.5,115,102.76,172,21.87,323,53,17,10.97,6.34,5.24,11,5,7,88,0,0,2021,Ukko-Pekka Luukkonen2021,0
2021,8480045,2021,Ukko-Pekka Luukkonen,BUF,G,5on5,9,26283,18.12,20,406,13.65,19,49.53,48,208.34,236,5.75,15,118.77,97,88.9,144,17.6,276,43,14,9.24,5.09,3.79,10,5,5,73,0,0,2021,Ukko-Pekka Luukkonen2021,0
2021,8480045,2021,Ukko-Pekka Luukkonen,BUF,G,4on5,9,2071,3.68,2,59,2.18,4,5.3,6,25.95,30,0.1,0,16.37,16,8.25,18,3.52,36,9,2,1.33,1.15,1.2,0,0,2,12,0,0,2021,Ukko-Pekka Luukkonen2021,0
2021,8480045,2021,Ukko-Pekka Luukkonen,BUF,G,5on4,9,1677,0.29,0,5,0.11,0,0.35,0,3.26,3,0.6,1,0.8,0,2.38,4,0.29,3,0,1,0.04,0,0.25,0,0,0,1,0,0,2021,Ukko-Pekka Luukkonen2021,0
2021,8476343,2021,Garret Sparks,LAK,G,other,2,264,0.1,0,3,0.1,0,0.26,0,1.33,1,0.07,0,0.93,0,0.57,2,0.1,2,0,0,0.1,0,0,0,0,0,1,0,0,2021,Garret Sparks2021,0
2021,8476343,2021,Garret Sparks,LAK,G,all,2,5833,3.37,3,91,3.07,1,11.03,14,44.9,47,1.71,0,26.05,18,18.05,27,3.33,54,7,2,1.69,0.99,0.7,1,0,2,28,0,0,2021,Garret Sparks2021,0
2021,8476343,2021,Garret Sparks,LAK,G,5on5,2,3939,2.33,3,62,2.08,1,8.34,10,32.03,33,1.06,0,18.43,15,12.81,16,2.29,40,3,2,1.21,0.42,0.7,1,0,2,17,0,0,2021,Garret Sparks2021,0
2021,8476343,2021,Garret Sparks,LAK,G,4on5,2,706,0.74,0,24,0.82,0,2.23,4,9.94,11,0.12,0,6.31,3,3.57,7,0.74,11,3,0,0.35,0.39,0,0,0,0,10,0,0,2021,Garret Sparks2021,0
2021,8476343,2021,Garret Sparks,LAK,G,5on4,2,924,0.21,0,2,0.07,0,0.2,0,1.6,2,0.46,0,0.38,0,1.1,2,0.21,1,1,0,0.03,0.18,0,0,0,0,0,0,0,2021,Garret Sparks2021,0
2021,8476876,2021,Malcolm Subban,BUF,G,other,4,221,0.23,1,4,0.12,0,0.7,1,2.99,2,0.06,0,1.4,0,1.45,2,0.23,3,1,0,0.06,0.17,0,0,1,0,0,0,0,2021,Malcolm Subban2021,0
2021,8476876,2021,Malcolm Subban,BUF,G,all,4,12628,10.89,17,204,8.21,11,27.59,21,120.94,132,2.76,3,67.64,46,50.5,70,10.08,128,33,8,4.44,3.91,2.54,6,8,3,35,0,0,2021,Malcolm Subban2021,0
2021,8476876,2021,Malcolm Subban,BUF,G,5on5,4,10752,7.49,12,172,6.6,5,23.73,19,100.49,111,2.29,3,57.43,39,42.26,63,7.38,115,24,2,3.98,2.83,0.68,5,6,1,31,0,0,2021,Malcolm Subban2021,0
2021,8476876,2021,Malcolm Subban,BUF,G,4on5,4,530,2.53,3,22,1.27,5,2.63,1,12.8,14,0.06,0,7.43,6,3.69,2,1.89,7,7,4,0.35,0.81,1.37,1,1,1,4,0,0,2021,Malcolm Subban2021,0
2021,8476876,2021,Malcolm Subban,BUF,G,5on4,4,1125,0.64,1,6,0.21,1,0.54,0,4.66,5,0.35,0,1.37,1,3.1,3,0.58,3,1,2,0.04,0.1,0.49,0,0,1,0,0,0,2021,Malcolm Subban2021,0
2021,8475920,2021,Michael Houser,BUF,G,other,2,217,1.79,0,8,0.32,2,0.84,2,5.34,4,0.02,0,2.19,1,1.68,1,1.41,2,0,5,0.1,0,1.7,0,0,0,1,0,0,2021,Michael Houser2021,0
2021,8475920,2021,Michael Houser,BUF,G,all,2,7200,7.11,4,136,5.42,9,18.23,22,75.89,77,1.77,3,44.2,34,29.57,33,6.56,85,12,10,2.12,1.39,3.6,1,1,2,29,0,0,2021,Michael Houser2021,0
2021,8475920,2021,Michael Houser,BUF,G,5on5,2,5649,3.07,2,97,3.25,6,14.04,16,53.23,54,1.48,3,31.09,21,22.79,28,3,67,7,2,1.77,0.77,0.53,1,1,0,21,0,0,2021,Michael Houser2021,0
2021,8475920,2021,Michael Houser,BUF,G,4on5,2,918,2.25,2,31,1.84,1,3.35,4,17.32,19,0.02,0,10.92,12,5.1,4,2.15,16,5,3,0.26,0.62,1.37,0,0,2,7,0,0,2021,Michael Houser2021,0
2021,8475920,2021,Michael Houser,BUF,G,5on4,2,416,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Michael Houser2021,0
2021,8475717,2021,Calvin Pickard,DET,G,other,3,391,0.23,1,4,0.14,0,0.54,1,2.29,3,0.31,0,1.07,0,0.93,1,0.23,2,1,0,0.09,0.15,0,0,1,0,1,0,0,2021,Calvin Pickard2021,0
2021,8475717,2021,Calvin Pickard,DET,G,all,3,7538,5.72,9,108,4.53,4,14.74,14,64.39,72,2.35,4,37.62,33,26.32,31,5.56,69,19,3,2.03,2.45,1.23,2,6,1,17,0,0,2021,Calvin Pickard2021,0
2021,8475717,2021,Calvin Pickard,DET,G,5on5,3,5815,3.23,4,81,2.95,1,11.39,11,47.29,53,1.55,4,27.04,24,20.88,27,3.2,56,10,1,1.51,1.34,0.38,1,3,0,14,0,0,2021,Calvin Pickard2021,0
2021,8475717,2021,Calvin Pickard,DET,G,4on5,3,663,2.26,4,23,1.44,3,2.81,2,14.82,16,0.09,0,9.51,9,4.51,3,2.13,11,8,2,0.44,0.96,0.85,1,2,1,2,0,0,2021,Calvin Pickard2021,0
2021,8475717,2021,Calvin Pickard,DET,G,5on4,3,669,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Calvin Pickard2021,0
2021,8479312,2021,Alex Lyon,CAR,G,other,2,178,0.43,1,3,0.22,0,0.37,1,2.37,3,0.02,0,1.33,0,0.59,1,0.43,1,1,1,0.06,0.13,0.25,0,0,1,0,0,0,2021,Alex Lyon2021,0
2021,8479312,2021,Alex Lyon,CAR,G,all,2,7369,6.13,6,111,4.83,7,15.72,14,70.39,65,1.92,1,37.53,35,27.55,28,5.94,69,20,5,1.97,2.39,1.77,1,2,3,17,0,0,2021,Alex Lyon2021,0
2021,8479312,2021,Alex Lyon,CAR,G,5on5,2,5926,4.49,4,89,3.6,5,12.72,10,54.62,49,1.59,1,28.91,29,21.54,21,4.31,53,17,3,1.71,2.04,0.74,1,2,1,16,0,0,2021,Alex Lyon2021,0
2021,8479312,2021,Alex Lyon,CAR,G,4on5,2,713,0.96,1,16,0.91,2,2.28,3,11.27,11,0.06,0,6.6,4,3.89,5,0.95,14,0,1,0.18,0,0.78,0,0,1,1,0,0,2021,Alex Lyon2021,0
2021,8479312,2021,Alex Lyon,CAR,G,5on4,2,552,0.25,0,3,0.1,0,0.35,0,2.13,2,0.25,0,0.69,2,1.54,1,0.25,1,2,0,0.03,0.22,0,0,0,0,0,0,0,2021,Alex Lyon2021,0
2021,8471774,2021,Alex Stalock,SJS,G,other,1,326,0.18,0,4,0.15,0,0.73,2,2.83,4,0,0,1.36,1,1.48,1,0.18,3,1,0,0.07,0.12,0,0,0,0,0,0,0,2021,Alex Stalock2021,0
2021,8471774,2021,Alex Stalock,SJS,G,all,1,2767,2.46,6,46,2.06,2,6.71,7,28.22,28,0.57,0,15.8,11,12.04,14,2.4,29,10,1,0.77,1.39,0.3,2,3,1,6,0,0,2021,Alex Stalock2021,0
2021,8471774,2021,Alex Stalock,SJS,G,5on5,1,2133,2.04,6,37,1.67,1,5.45,5,22.56,21,0.49,0,13.05,10,9.08,10,1.98,23,8,1,0.64,1.1,0.3,2,3,1,5,0,0,2021,Alex Stalock2021,0
